"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q1025","","3889880","موريتانيا","মৌরিতানিয়া","Mauretanien","Mauritania","Mauritania","Mauritanie","Μαυριτανία","मॉरीतानिया","Mauritánia","Mauritania","Mauritania","モーリタニア","모리타니","Mauritanië","Mauretania","Mauritânia","Мавритания","Mauretanien","Moritanya","Mauritanie","毛里塔尼亚"
"Q232","","17948816","كازاخستان","কাজাখস্তান","Kasachstan","Kazakhstan","Kazajistán","Kazakhstan","Καζακστάν","कज़ाख़िस्तान","Kazahsztán","Kazakhstan","Kazakistan","カザフスタン","카자흐스탄","Kazachstan","Kazachstan","Cazaquistão","Казахстан","Kazakstan","Kazakistan","Kazakhstan","哈萨克斯坦"
"Q235","","37831","موناكو","মোনাকো","Monaco","Monaco","Mónaco","Monaco","Μονακό","मोनैको","Monaco","Monako","Principato di Monaco","モナコ","모나코","Monaco","Monako","Mónaco","Монако","Monaco","Monako","Monaco","摩纳哥"
"Q1029","","25833752","موزمبيق","মোজাম্বিক","Mosambik","Mozambique","Mozambique","Mozambique","Μοζαμβίκη","मोज़ाम्बीक","Mozambik","Mozambik","Mozambico","モザンビーク","모잠비크","Mozambique","Mozambik","Moçambique","Мозамбик","Moçambique","Mozambik","Mozambique","莫桑比克"
"Q236","","620029","الجبل الأسود","মন্টিনিগ্রো","Montenegro","Montenegro","Montenegro","Monténégro","Μαυροβούνιο","मॉन्टेनीग्रो","Montenegró","Montenegro","Montenegro","モンテネグロ","몬테네그로","Montenegro","Czarnogóra","Montenegro","Черногория","Montenegro","Karadağ","Montenegro","蒙特內哥羅"
"Q1030","","2303315","ناميبيا","নামিবিয়া","Namibia","Namibia","Namibia","Namibie","Ναμίμπια","नामीबिया","Namíbia","Namibia","Namibia","ナミビア","나미비아","Namibië","Namibia","Namíbia","Намибия","Namibia","Namibya","Namibia","纳米比亚"
"Q1032","","17831270","النيجر","নাইজার","Niger","Niger","Níger","Niger","Νίγηρας","नाइजर","Niger","Niger","Niger","ニジェール","니제르","Niger","Niger","Níger","Нигер","Niger","Nijer","Niger","尼日尔"
"Q237","","1000","الفاتيكان","ভ্যাটিকান সিটি","Vatikanstadt","Vatican City","Ciudad del Vaticano","Vatican","Βατικανό","वैटिकन नगर","Vatikán","Vatikan","Città del Vaticano","バチカン","바티칸 시국","Vaticaanstad","Watykan","Vaticano","Ватикан","Vatikanstaten","Vatikan","Thành Vatican","梵蒂冈"
"Q1033","","182202000","نيجيريا","নাইজেরিয়া","Nigeria","Nigeria","Nigeria","Nigeria","Νιγηρία","नाईजीरिया","Nigéria","Nigeria","Nigeria","ナイジェリア","나이지리아","Nigeria","Nigeria","Nigéria","Нигерия","Nigeria","Nijerya","Nigeria","奈及利亞"
"Q238","","31595","سان مارينو","সান মারিনো","San Marino","San Marino","San Marino","Saint-Marin","Άγιος Μαρίνος","सान मारिनो","San Marino","San Marino","San Marino","サンマリノ","산마리노","San Marino","San Marino","San Marino","Сан-Марино","San Marino","San Marino","San Marino","圣马力诺"
"Q241","","11265629","كوبا","কিউবা","Kuba","Cuba","Cuba","Cuba","Κούβα","क्यूबा","Kuba","Kuba","Cuba","キューバ","쿠바","Cuba","Kuba","Cuba","Куба","Kuba","Küba","Cuba","古巴"
"Q1036","","37578876","أوغندا","উগান্ডা","Uganda","Uganda","Uganda","Ouganda","Ουγκάντα","युगाण्डा","Uganda","Uganda","Uganda","ウガンダ","우간다","Oeganda","Uganda","Uganda","Уганда","Uganda","Uganda","Uganda","乌干达"
"Q1037","","11776522","رواندا","রুয়ান্ডা","Ruanda","Rwanda","Ruanda","Rwanda","Ρουάντα","रवाण्डा","Ruanda","Rwanda","Ruanda","ルワンダ","르완다","Rwanda","Rwanda","Ruanda","Руанда","Rwanda","Ruanda","Rwanda","卢旺达"
"Q242","","366954","بليز","বেলিজ","Belize","Belize","Belice","Belize","Μπελίζε","बेलीज़","Belize","Belize","Belize","ベリーズ","벨리즈","Belize","Belize","Belize","Белиз","Belize","Belize","Belize","伯利兹"
"Q1041","","14133280","السنغال","সেনেগাল","Senegal","Senegal","Senegal","Sénégal","Σενεγάλη","सेनेगल","Szenegál","Senegal","Senegal","セネガル","세네갈","Senegal","Senegal","Senegal","Сенегал","Senegal","Senegal","Sénégal","塞内加尔"
"Q244","","284644","باربادوس","বার্বাডোস","Barbados","Barbados","Barbados","Barbade","Μπαρμπάντος","बारबाडोस","Barbados","Barbados","Barbados","バルバドス","바베이도스","Barbados","Barbados","Barbados","Барбадос","Barbados","Barbados","Barbados","巴巴多斯"
"Q1042","","92000","سيشل","সেশেল","Seychellen","Seychelles","Seychelles","Seychelles","Σεϋχέλλες","सेशेल्स","Seychelle-szigetek","Seychelles","Seychelles","セーシェル","세이셸","Seychellen","Seszele","Seychelles","Сейшельские Острова","Seychellerna","Seyşeller","Seychelles","塞舌尔"
"Q258","","55445000","جنوب أفريقيا","দক্ষিণ আফ্রিকা","Südafrika","South Africa","Sudáfrica","Afrique du Sud","Νότια Αφρική","दक्षिण अफ़्रीका","Dél-afrikai Köztársaság","Afrika Selatan","Sudafrica","南アフリカ共和国","남아프리카 공화국","Zuid-Afrika","Południowa Afryka","África do Sul","Южно-Африканская Республика","Sydafrika","Güney Afrika Cumhuriyeti","Cộng hòa Nam Phi","南非"
"Q252","","249865631","إندونيسيا","ইন্দোনেশিয়া","Indonesien","Indonesia","Indonesia","Indonésie","Ινδονησία","इंडोनेशिया","Indonézia","Indonesia","Indonesia","インドネシア","인도네시아","Indonesië","Indonezja","Indonésia","Индонезия","Indonesien","Endonezya","Indonesia","印度尼西亚"
"Q1044","","6092075","سيراليون","সিয়েরা লিওন","Sierra Leone","Sierra Leone","Sierra Leona","Sierra Leone","Σιέρα Λεόνε","सिएरा लियोन","Sierra Leone","Sierra Leone","Sierra Leone","シエラレオネ","시에라리온","Sierra Leone","Sierra Leone","Serra Leoa","Сьерра-Леоне","Sierra Leone","Sierra Leone","Sierra Leone","塞拉利昂"
"Q1045","","10495583","الصومال","সোমালিয়া","Somalia","Somalia","Somalia","Somalie","Σομαλία","सोमालिया","Szomália","Somalia","Somalia","ソマリア","소말리아","Somalië","Somalia","Somália","Сомали","Somalia","Somali","Somalia","索马里"
"Q262","","38813722","الجزائر","আলজেরিয়া","Algerien","Algeria","Argelia","Algérie","Αλγερία","अल्जीरिया","Algéria","Aljazair","Algeria","アルジェリア","알제리","Algerije","Algieria","Argélia","Алжир","Algeriet","Cezayir","Algérie","阿尔及利亚"
"Q1049","","40235000","السودان","সুদান","Sudan","Sudan","Sudán","Soudan","Σουδάν","सूडान","Szudán","Sudan","Sudan","スーダン","수단","Soedan","Sudan","Sudão","Судан","Sudan","Sudan","Sudan","苏丹共和国"
"Q265","","31576400","أوزبكستان","উজবেকিস্তান","Usbekistan","Uzbekistan","Uzbekistán","Ouzbékistan","Ουζμπεκιστάν","उज़्बेकिस्तान","Üzbegisztán","Uzbekistan","Uzbekistan","ウズベキスタン","우즈베키스탄","Oezbekistan","Uzbekistan","Usbequistão","Узбекистан","Uzbekistan","Özbekistan","Uzbekistan","乌兹别克斯坦"
"Q1050","","1249514","سوازيلاند","সোয়াজিল্যান্ড","Swasiland","Swaziland","eSwatini","Swaziland","Σουαζιλάνδη","स्वाज़ीलैण्ड","Szváziföld","Swaziland","Swaziland","スワジランド","스와질란드","Swaziland","Suazi","eSwatini","Свазиленд","Swaziland","Svaziland","Swaziland","斯威士兰"
"Q1246","","1883018","كوسوفو","কসোভো","Kosovo","Kosovo","Kosovo","Kosovo","Κοσσυφοπέδιο","कोसोवो गणराज्य","Koszovó","Kosovo","Kosovo","コソボ共和国","코소보","Kosovo","Kosowo","Kosovo","Республика Косово","Kosovo","Kosova","Kosovo","科索沃"
"Q298","","17619708","تشيلي","চিলি","Chile","Chile","Chile","Chili","Χιλή","चिली","Chile","Chili","Cile","チリ","칠레","Chili","Chile","Chile","Чили","Chile","Şili","Chile","智利"
"Q1410","","33140","جبل طارق","জিব্রাল্টার","Gibraltar","Gibraltar","Gibraltar","Gibraltar","Γιβραλτάρ","जिब्राल्टर","Gibraltár","Gibraltar","Gibilterra","ジブラルタル","지브롤터","Gibraltar","Gibraltar","Gibraltar","Гибралтар","Gibraltar","Cebelitarık","Gibraltar","直布罗陀"
"Q6250","","586000","الصحراء الغربية","পশ্চিম সাহারা","Westsahara","Western Sahara","Sahara Occidental","Sahara occidental","Δυτική Σαχάρα","पश्चिमी सहारा","Nyugat-Szahara","Sahara Barat","Sahara Occidentale","西サハラ","서사하라","Westelijke Sahara","Sahara Zachodnia","Saara Ocidental","Западная Сахара","Västsahara","Batı Sahra","Tây Sahara","西撒哈拉"
"Q347","","37468","ليختنشتاين","লিশটেনস্টাইন","Liechtenstein","Liechtenstein","Liechtenstein","Liechtenstein","Λίχτενσταϊν","लिक्टेन्स्टाइन","Liechtenstein","Liechtenstein","Liechtenstein","リヒテンシュタイン","리히텐슈타인","Liechtenstein","Liechtenstein","Liechtenstein","Лихтенштейн","Liechtenstein","Lihtenştayn","Liechtenstein","列支敦斯登"
"Q8646","","7336585","هونغ كونغ","হংকং","Hongkong","Hong Kong","Hong Kong","Hong Kong","Χονγκ Κονγκ","हांगकांग","Hongkong","Hong Kong","Hong Kong","香港","홍콩","Hongkong","Hongkong","Hong Kong","Гонконг","Hongkong","Hong Kong","Hồng Kông","香港"
"Q399","","2976566","أرمينيا","আর্মেনিয়া","Armenien","Armenia","Armenia","Arménie","Αρμενία","आर्मीनिया","Örményország","Armenia","Armenia","アルメニア","아르메니아","Armenië","Armenia","Arménia","Армения","Armenien","Ermenistan","Armenia","亞美尼亞"
"Q334","","5888926","سنغافورة","সিঙ্গাপুর","Singapur","Singapore","Singapur","Singapour","Σιγκαπούρη","सिंगापुर","Szingapúr","Singapura","Singapore","シンガポール","싱가포르","Singapore","Singapur","Singapura","Сингапур","Singapore","Singapur","Singapore","新加坡"
"Q233","","423374","مالطا","মাল্টা","Malta","Malta","Malta","Malte","Μάλτα","माल्टा","Málta","Malta","Malta","マルタ","몰타","Malta","Malta","Malta","Мальта","Malta","Malta","Malta","马耳他"
"Q398","","1332171","البحرين","বাহরাইন","Bahrain","Bahrain","Baréin","Bahreïn","Μπαχρέιν","बहरीन","Bahrein","Bahrain","Bahrein","バーレーン","바레인","Bahrein","Bahrajn","Bahrein","Бахрейн","Bahrain","Bahreyn","Bahrain","巴林"
"Q672","","9876","توفالو","টুভালু","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Τουβαλού","तुवालू","Tuvalu","Tuvalu","Tuvalu","ツバル","투발루","Tuvalu","Tuvalu","Tuvalu","Тувалу","Tuvalu","Tuvalu","Tuvalu","吐瓦魯"
"Q678","","105323","تونغا","টোঙ্গা","Tonga","Tonga","Tonga","Tonga","Τόνγκα","टोंगा","Tonga","Tonga","Tonga","トンガ","통가","Tonga","Tonga","Tonga","Тонга","Tonga","Tonga","Tonga","東加"
"Q683","","190372","ساموا","সামোয়া","Samoa","Samoa","Samoa","Samoa","Σαμόα","समोआ","Szamoa","Samoa","Samoa","サモア","사모아","Samoa","Samoa","Samoa","Самоа","Samoa","Samoa","Samoa","萨摩亚"
"Q685","","561231","جزر سليمان","সলোমন দ্বীপপুঞ্জ","Salomonen","Solomon Islands","Islas Salomón","Îles Salomon","Νήσοι Σολομώντα","सोलोमन द्वीपसमूह","Salamon-szigetek","Kepulauan Solomon","Isole Salomone","ソロモン諸島","솔로몬 제도","Salomonseilanden","Wyspy Salomona","Ilhas Salomão","Соломоновы Острова","Salomonöarna","Solomon Adaları","Quần đảo Solomon","索羅門群島"
"Q686","","252763","فانواتو","ভানুয়াটু","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Βανουάτου","वानूआटू","Vanuatu","Vanuatu","Vanuatu","バヌアツ","바누아투","Vanuatu","Vanuatu","Vanuatu","Вануату","Vanuatu","Vanuatu","Vanuatu","萬那杜"
"Q695","","20918","بالاو","পালাউ","Palau","Palau","Palaos","Palaos","Παλάου","पलाउ","Palau","Palau","Palau","パラオ","팔라우","Palau","Palau","Palau","Палау","Palau","Palau","Palau","帛琉"
"Q697","","10084","ناورو","নাউরু","Nauru","Nauru","Nauru","Nauru","Ναουρού","नौरु","Nauru","Nauru","Nauru","ナウル","나우루","Nauru","Nauru","Nauru","Науру","Nauru","Nauru","Nauru","諾魯"
"Q702","","103549","ولايات ميكرونيسيا المتحدة","মাইক্রোনেশিয়া যুক্তরাজ্য","Mikronesien","Federated States of Micronesia","Micronesia","Micronésie","Μικρονησία","माइक्रोनेशिया के संघीकृत राज्य","Mikronéziai Szövetségi Államok","Mikronesia","Stati Federati di Micronesia","ミクロネシア連邦","미크로네시아 연방","Micronesia","Mikronezja","Micronésia","Микронезия","Mikronesiens federerade stater","Mikronezya","Micronesia","密克罗尼西亚联邦"
"Q763","","54191","سانت كيتس ونيفيس","সেন্ট কিট্‌স ও নেভিস","St. Kitts und Nevis","Saint Kitts and Nevis","San Cristóbal y Nieves","Saint-Christophe-et-Niévès","Άγιος Χριστόφορος και Νέβις","सन्त किट्स और नेविस","Saint Kitts és Nevis","Saint Kitts dan Nevis","Saint Kitts e Nevis","セントクリストファー・ネイビス","세인트키츠 네비스","Saint Kitts en Nevis","Saint Kitts i Nevis","São Cristóvão e Nevis","Сент-Китс и Невис","Saint Kitts och Nevis","Saint Kitts ve Nevis","Saint Kitts và Nevis","聖克里斯多福與尼維斯"
"Q766","","2950210","جامايكا","জ্যামাইকা","Jamaika","Jamaica","Jamaica","Jamaïque","Τζαμάικα","जमैका","Jamaica","Jamaika","Giamaica","ジャマイカ","자메이카","Jamaica","Jamajka","Jamaica","Ямайка","Jamaica","Jamaika","Jamaica","牙买加"
"Q781","","89985","أنتيغوا وباربودا","অ্যান্টিগুয়া ও বার্বুডা","Antigua und Barbuda","Antigua and Barbuda","Antigua y Barbuda","Antigua-et-Barbuda","Αντίγκουα και Μπαρμπούντα","अण्टीगुआ और बारबूडा","Antigua és Barbuda","Antigua dan Barbuda","Antigua e Barbuda","アンティグア・バーブーダ","앤티가 바부다","Antigua en Barbuda","Antigua i Barbuda","Antígua e Barbuda","Антигуа и Барбуда","Antigua och Barbuda","Antigua ve Barbuda","Antigua và Barbuda","安提瓜和巴布达"
"Q784","","72003","دومينيكا","ডোমিনিকা","Dominica","Dominica","Dominica","Dominique","Δομινίκα","डोमिनिका","Dominikai Közösség","Dominika","Dominica","ドミニカ国","도미니카 연방","Dominica","Dominika","Dominica","Доминика","Dominica","Dominika","Dominica","多米尼克"
"Q785","","100080","جيرزي","জার্সি","Jersey","Jersey","Jersey","Jersey","Τζέρσεϊ","जर्सी","Jersey","Jersey","Baliato di Jersey","ジャージー","저지 섬","Jersey","Jersey","Jersey","Джерси","Jersey","Jersey","Jersey","澤西島"
"Q826","","345023","جزر المالديف","মালদ্বীপ","Malediven","Maldives","Maldivas","Maldives","Μαλδίβες","मालदीव","Maldív-szigetek","Maladewa","Maldive","モルディブ","몰디브","Maldiven","Malediwy","Maldivas","Мальдивы","Maldiverna","Maldivler","Maldives","马尔代夫"
"Q970","","734917","جزر القمر","কোমোরোস","Komoren","Comoros","Comoras","Comores","Κομόρες","कोमोरोस","Comore-szigetek","Komoro","Comore","コモロ","코모로","Comoren","Komory","Comores","Коморы","Komorerna","Komorlar","Comoros","葛摩"
"Q1011","","498897","الرأس الأخضر","কেপ ভার্দ","Kap Verde","Cape Verde","Cabo Verde","Cap-Vert","Πράσινο Ακρωτήριο","केप वर्दे","Zöld-foki Köztársaság","Tanjung Verde","Capo Verde","カーボベルデ","카보베르데","Kaapverdië","Republika Zielonego Przylądka","Cabo Verde","Кабо-Верде","Kap Verde","Yeşil Burun Adaları","Cabo Verde","佛得角"
"Q1027","","1258653","موريشيوس","মরিশাস","Mauritius","Mauritius","Mauricio","Maurice","Μαυρίκιος","मॉरिशस","Mauritius","Mauritius","Mauritius","モーリシャス","모리셔스","Mauritius","Mauritius","Maurícia","Маврикий","Mauritius","Mauritius","Mauritius","毛里求斯"
"Q1039","","192993","ساو تومي وبرينسيب","সাঁউ তুমি ও প্রিন্সিপি","São Tomé und Príncipe","São Tomé and Príncipe","Santo Tomé y Príncipe","Sao Tomé-et-Principe","Σάο Τομέ και Πρίνσιπε","साओ तोमे और प्रिन्सिपी","São Tomé és Príncipe","Sao Tome dan Principe","São Tomé e Príncipe","サントメ・プリンシペ","상투메 프린시페","Sao Tomé en Principe","Wyspy Świętego Tomasza i Książęca","São Tomé e Príncipe","Сан-Томе и Принсипи","São Tomé och Príncipe","São Tomé ve Príncipe","São Tomé và Príncipe","圣多美和普林西比"
"Q1183","","3615086","بورتوريكو","পুয়ের্তো রিকো","Puerto Rico","Puerto Rico","Puerto Rico","Porto Rico","Πουέρτο Ρίκο","प्युर्तो रिको","Puerto Rico","Puerto Riko","Porto Rico","プエルトリコ","푸에르토리코","Puerto Rico","Portoryko","Porto Rico","Пуэрто-Рико","Puerto Rico","Porto Riko","Puerto Rico","波多黎各"
"Q4628","","49854","جزر فارو","ফ্যারও দ্বীপপুঞ্জ","Färöer","Faroe Islands","Islas Feroe","îles Féroé","Νήσοι Φερόες","फ़रो द्वीपसमूह","Feröer","Kepulauan Faroe","Fær Øer","フェロー諸島","페로 제도","Faeröer","Wyspy Owcze","Ilhas Feroe","Фарерские острова","Färöarna","Faroe Adaları","Quần đảo Faroe","法罗群岛"
"Q5689","","28983","جزر أولاند","অলান্দ দ্বীপপুঞ্জ","Åland","Åland Islands","Åland","Åland","Ώλαντ","ऑलैण्ड द्वीपसमूह","Åland","Åland","Isole Åland","オーランド諸島","올란드 제도","Åland","Wyspy Alandzkie","Åland","Аландские острова","Åland","Åland","Åland","奥兰群岛"
"Q5785","","58435","جزر كايمان","কেইম্যান দ্বীপপুঞ্জ","Cayman Islands","Cayman Islands","Islas Caimán","îles Caïmans","Νησιά Καϋμάν","केमन द्वीपसमूह","Kajmán-szigetek","Kepulauan Cayman","Isole Cayman","ケイマン諸島","케이맨 제도","Kaaimaneilanden","Kajmany","Ilhas Cayman","острова Кайман","Caymanöarna","Cayman Adaları","Quần đảo Cayman","開曼群島"
"Q9648","","4550","جزر فوكلاند","ফক্‌ল্যান্ড দ্বীপপুঞ্জ","Falklandinseln","Falkland Islands","Islas Malvinas","îles Malouines","Νήσοι Φώκλαντ","फ़ॉकलैंड द्वीपसमूह","Falkland-szigetek","Kepulauan Falkland","Isole Falkland","フォークランド諸島","포클랜드 제도","Falklandeilanden","Falklandy","Ilhas Malvinas","Фолклендские острова","Falklandsöarna","Falkland Adaları","Quần đảo Falkland","福克兰群岛"
"Q9676","","85888","جزيرة مان","আইল অব ম্যান","Isle of Man","Isle of Man","Isla de Man","île de Man","Νήσος του Μαν","मनुष्य का टापू","Man","Pulau Man","Isola di Man","マン島","맨 섬","Man","Wyspa Man","Ilha de Man","остров Мэн","Isle of Man","Man Adası","Đảo Man","马恩岛"
"Q11703","","106792","جزر العذراء الأمريكية","মার্কিন ভার্জিন দ্বীপপুঞ্জ","Amerikanische Jungferninseln","United States Virgin Islands","Islas Vírgenes de los Estados Unidos","îles Vierges des États-Unis","Αμερικανικές Παρθένοι Νήσοι","संयुक्त राज्य वर्जिन द्वीपसमूह","Amerikai Virgin-szigetek","Kepulauan Virgin Amerika Serikat","Isole Vergini americane","アメリカ領ヴァージン諸島","미국령 버진아일랜드","Amerikaanse Maagdeneilanden","Wyspy Dziewicze Stanów Zjednoczonych","Ilhas Virgens Americanas","Американские Виргинские острова","Amerikanska Jungfruöarna","ABD Virjin Adaları","Quần đảo Virgin thuộc Mỹ","美屬維爾京群島"
"Q13353","","","مونتسرات","মন্টসেরাট","Montserrat","Montserrat","Montserrat","Montserrat","Μοντσερράτ","मॉण्टसेराट","Montserrat","Montserrat","Montserrat","モントセラト","몬트세랫","Montserrat","Montserrat","Montserrat","Монтсеррат","Montserrat","Montserrat","Montserrat","蒙塞拉特島"
"Q14773","","566375","ماكاو","মাকাও","Macau","Macau","Macao","Macao","Μακάου","मकाउ","Makaó","Makau","Macao","マカオ","마카오","Macau","Makau","Macau","Макао","Macao","Makao","Ma Cao","澳門"
"Q16635","","161785","غوام","গুয়াম","Guam","Guam","Guam","Guam","Γκουάμ","गुआम","Guam","Guam","Guam","グアム","괌","Guam","Guam","Guam","Гуам","Guam","Guam","Guam","關島"
"Q16641","","55165","ساموا الأمريكية","আমেরিকান সামোয়া","Amerikanisch-Samoa","American Samoa","Samoa Estadounidense","Samoa américaines","Αμερικανική Σαμόα","अमेरिकी समोआ","Amerikai Szamoa","Samoa Amerika","Samoa Americane","アメリカ領サモア","아메리칸사모아","Amerikaans-Samoa","Samoa Amerykańskie","Samoa Americana","Американское Самоа","Amerikanska Samoa","Amerikan Samoası","Samoa thuộc Mỹ","美屬薩摩亞"
"Q16645","","300","جزر الولايات المتحدة الصغيرة النائية","মার্কিন যুক্তরাষ্ট্র পার্শ্ববর্তী ক্ষুদ্র দ্বীপপুঞ্জ","United States Minor Outlying Islands","United States Minor Outlying Islands","Islas ultramarinas de Estados Unidos","Îles mineures éloignées des États-Unis","Απομακρυσμένες Νησίδες των Ηνωμένων Πολιτειών","संयुक्त राज्य अमेरिका के छोटे दूरस्थ द्वीपसमूह","Az Amerikai Egyesült Államok lakatlan külbirtokai","Kepulauan Terluar Kecil Amerika Serikat","Isole minori esterne degli Stati Uniti d'America","合衆国領有小離島","미국령 군소 제도","Kleine afgelegen eilanden van de Verenigde Staten","Dalekie Wyspy Mniejsze Stanów Zjednoczonych","Ilhas Menores Distantes dos Estados Unidos","Внешние малые острова США","Förenta staternas mindre öar i Oceanien och Västindien","United States Minor Outlying Islands","Các tiểu đảo xa của Hoa Kỳ","美国本土外小岛屿"
"Q16644","","53855","جزر ماريانا الشمالية","উত্তর মারিয়ানা দ্বীপপুঞ্জ","Nördliche Marianen","Northern Mariana Islands","Islas Marianas del Norte","îles Mariannes du Nord","Βόρειες Μαριάνες Νήσοι","उत्तरी मारियाना द्वीप","Északi-Mariana-szigetek","Kepulauan Mariana Utara","Isole Marianne Settentrionali","北マリアナ諸島","북마리아나 제도","Noordelijke Marianen","Mariany Północne","Marianas Setentrionais","Северные Марианские острова","Nordmarianerna","Kuzey Mariana Adaları","Quần đảo Bắc Mariana","北马里亚纳群岛"
"Q23635","","65024","برمودا","বারমুডা","Bermuda","Bermuda","Bermudas","Bermudes","Βερμούδες","बरमूडा","Bermuda","Bermuda","Bermuda","バミューダ諸島","버뮤다","Bermuda","Bermudy","Bermudas","Бермудские Острова","Bermuda","Bermuda","Bermuda","百慕大"
"Q25228","","16086","أنغويلا","এ্যাঙ্গুইলা","Anguilla","Anguilla","Anguila","Anguilla","Ανγκουίλα","अंगुइला","Anguilla","Anguilla","Anguilla","アンギラ","앵귈라","Anguilla","Anguilla","Anguilla","Ангилья","Anguilla","Anguilla","Anguilla","安圭拉"
"Q25230","","65345","غيرنزي","","Guernsey","Guernsey","Guernsey","Guernesey","Γκέρνσεϊ","ग्वेर्नसे","Guernsey Bailiffség","Guernsey","Guernsey","ガーンジー","건지 섬","Guernsey","Guernsey","Guernsey","Гернси","Guernsey","Guernsey","Guernsey","根西岛"
"Q25305","","","جزر العذراء البريطانية","ব্রিটিশ ভার্জিন দ্বীপপুঞ্জ","Britische Jungferninseln","British Virgin Islands","Islas Vírgenes Británicas","îles Vierges britanniques","Βρετανικές Παρθένοι Νήσοι","ब्रिटिश वर्जिन द्वीपसमूह","Brit Virgin-szigetek","Kepulauan Virgin Britania Raya","Isole Vergini britanniche","イギリス領ヴァージン諸島","영국령 버진아일랜드","Britse Maagdeneilanden","Brytyjskie Wyspy Dziewicze","Ilhas Virgens Britânicas","Британские Виргинские острова","Brittiska Jungfruöarna","Britanya Virjin Adaları","Quần đảo Virgin thuộc Anh","英屬維爾京群島"
"Q25362","","9625","سان بارتيلمي","সেন্ট-বার্থেলেমি","Saint-Barthélemy","Saint-Barthélemy","San Bartolomé","Saint-Barthélemy","Άγιος Βαρθολομαίος","सेंट बार्थेलेमी","Saint-Barthélemy","Saint-Barthélemy","Saint-Barthélemy","サン・バルテルミー島","생바르텔레미","Saint-Barthélemy","Saint-Barthélemy","Coletividade de São Bartolomeu","Сен-Бартелеми","Saint-Barthélemy","Saint Barthélemy","Saint-Barthélemy","聖巴泰勒米島"
"Q26988","","21000","جزر كوك","কুক দ্বীপপুঞ্জ","Cookinseln","Cook Islands","Islas Cook","Îles Cook","Νήσοι Κουκ","कुक द्वीपसमूह","Cook-szigetek","Kepulauan Cook","Isole Cook","クック諸島","쿡 제도","Cookeilanden","Wyspy Cooka","Ilhas Cook","Острова Кука","Cooköarna","Cook Adaları","Quần đảo Cook","库克群岛"
"Q31057","","","جزيرة نورفولك","নরফোক দ্বীপ","Norfolk Island","Norfolk Island","Isla Norfolk","île Norfolk","Νόρφολκ","नॉर्फ़ोक द्वीप","Norfolk-sziget","Pulau Norfolk","Isola Norfolk","ノーフォーク島","노퍽 섬","Norfolk","Norfolk","Ilha Norfolk","Норфолк","Norfolkön","Norfolk Adası","Đảo Norfolk","诺福克岛"
"Q34020","","1612","نييوي","নিউয়ে","Niue","Niue","Niue","Niue","Νιούε","निउए","Niue","Niue","Niue","ニウエ","니우에","Niue","Niue","Niue","Ниуэ","Niue","Niue","Niue","紐埃"
"Q34497","","4255","سانت هيلينا","সেন্ট হেলেনা","St. Helena","Saint Helena","Isla Santa Elena","Sainte-Hélène","Νήσος Αγίας Ελένης","सन्त हेलेना","Szent Ilona","Saint Helena","Sant'Elena","セントヘレナ","세인트헬레나","Sint-Helena","Wyspa Świętej Heleny","Santa Helena","Остров Святой Елены","Sankta Helena","Saint Helena","Saint Helena","圣赫勒拿岛"
"Q35086","","","جورجيا الجنوبية وجزر ساندويتش الجنوبية","দক্ষিণ জর্জিয়া ও দক্ষিণ স্যন্ডউইচ দ্বীপপুঞ্জ","Südgeorgien und die Südlichen Sandwichinseln","South Georgia and the South Sandwich Islands","Islas Georgias del Sur y Sándwich del Sur","Géorgie du Sud-et-les Îles Sandwich du Sud","Νήσοι Νότια Γεωργία και Νότιες Σάντουιτς","दक्षिण जॉर्जिया एवं दक्षिण सैंडविच द्वीप समूह","Déli-Georgia és Déli-Sandwich-szigetek","Georgia Selatan dan Kepulauan Sandwich Selatan","Georgia del Sud e isole Sandwich meridionali","サウスジョージア・サウスサンドウィッチ諸島","사우스조지아 사우스샌드위치 제도","Zuid-Georgia en de Zuidelijke Sandwicheilanden","Georgia Południowa i Sandwich Południowy","Ilhas Geórgia do Sul e Sandwich do Sul","Южная Георгия и Южные Сандвичевы острова","Sydgeorgien och Sydsandwichöarna","Güney Georgia ve Güney Sandwich Adaları","Nam Georgia và Quần đảo Nam Sandwich","南喬治亞島與南桑威奇群島"
"Q35555","","12197","واليس وفوتونا","ওয়ালিস ও ফুটুনা","Wallis und Futuna","Wallis and Futuna","Wallis y Futuna","Wallis-et-Futuna","Ουαλίς και Φουτουνά","वालिस और फ्यूटुना","Wallis és Futuna","Wallis dan Futuna","Wallis e Futuna","ウォリス・フツナ","왈리스 퓌튀나","Wallis en Futuna","Wallis i Futuna","Wallis e Futuna","Уоллис и Футуна","Wallis- och Futunaöarna","Wallis ve Futuna Adaları","Wallis và Futuna","瓦利斯和富圖納"
